"日期","最新","開市","高","低","成交量","更改%"
"2003年8月14日","31.09","30.81","31.15","30.10","95.12K","1.01"
"2003年8月13日","30.78","31.88","32.16","30.70","128.09K","-3.57"
"2003年8月12日","31.92","32.00","32.35","31.35","118.30K","-0.28"
"2003年8月11日","32.01","32.14","32.15","31.83","64.46K","-0.53"
"2003年8月8日","32.18","32.39","32.85","31.70","103.58K","-0.65"
"2003年8月7日","32.39","31.67","32.44","31.67","90.53K","2.18"
"2003年8月6日","31.70","32.27","32.80","31.45","104.57K","-1.61"
"2003年8月5日","32.22","31.79","32.49","31.67","70.12K","1.19"
"2003年8月4日","31.84","32.15","32.40","31.80","81.26K","-1.45"
"2003年8月1日","32.31","30.58","32.38","30.50","124.91K","5.80"
"2003年7月31日","30.54","30.70","30.98","30.40","69.19K","-0.46"
"2003年7月30日","30.68","30.20","30.80","30.00","79.81K","1.46"
"2003年7月29日","30.24","30.10","30.40","29.76","53.71K","0.43"
"2003年7月28日","30.11","29.97","30.35","29.60","47.00K","-0.20"
"2003年7月25日","30.17","30.21","30.45","29.91","59.91K","-0.17"
"2003年7月24日","30.22","29.72","30.25","29.40","74.87K","1.85"
"2003年7月23日","29.67","29.47","29.83","29.17","82.77K","-1.72"
"2003年7月22日","30.19","31.72","31.73","29.70","48.39K","-5.00"
"2003年7月21日","31.78","32.00","32.10","31.25","52.74K","-0.56"
"2003年7月18日","31.96","31.44","32.00","31.16","43.67K","1.75"
"2003年7月17日","31.41","31.03","31.60","31.00","66.72K","1.16"
"2003年7月16日","31.05","31.65","32.05","30.92","96.85K","-1.80"
"2003年7月15日","31.62","31.34","31.73","30.95","89.78K","1.12"
"2003年7月14日","31.27","31.15","31.42","30.65","72.33K","-0.03"
"2003年7月11日","31.28","31.01","31.75","30.90","77.34K","0.71"
"2003年7月10日","31.06","30.88","31.60","30.82","93.48K","0.58"
"2003年7月9日","30.88","30.22","30.90","30.00","92.23K","2.18"
"2003年7月8日","30.22","30.13","30.31","29.52","78.10K","0.30"
"2003年7月7日","30.13","30.15","30.25","29.82","50.77K","-0.95"
"2003年7月3日","30.42","30.14","30.98","30.07","67.50K","0.90"
"2003年7月2日","30.15","30.32","30.70","29.90","63.60K","-0.82"
"2003年7月1日","30.40","30.12","30.50","29.70","66.78K","0.70"
"2003年6月30日","30.19","29.30","30.21","29.10","74.54K","3.14"
"2003年6月27日","29.27","29.01","29.49","28.83","62.79K","0.90"
"2003年6月26日","29.01","29.95","30.02","28.86","84.87K","-3.14"
"2003年6月25日","29.95","28.78","30.05","28.61","97.94K","4.07"
"2003年6月24日","28.78","29.14","29.20","28.53","61.20K","-1.34"
"2003年6月23日","29.17","29.53","29.76","28.86","57.35K","-5.35"
"2003年6月20日","30.82","29.88","30.95","29.85","43.78K","2.87"
"2003年6月19日","29.96","30.32","30.33","29.70","54.08K","-1.32"
"2003年6月18日","30.36","31.05","31.08","29.80","61.96K","-2.29"
"2003年6月17日","31.07","31.13","31.35","30.80","52.18K","-0.35"
"2003年6月16日","31.18","30.50","31.25","30.43","73.46K","1.73"
"2003年6月13日","30.65","31.51","31.56","29.85","93.75K","-2.73"
"2003年6月12日","31.51","32.12","32.27","31.36","80.84K","-2.63"
"2003年6月11日","32.36","31.75","32.50","31.46","89.79K","1.99"
"2003年6月10日","31.73","31.40","31.76","30.90","72.43K","0.89"
"2003年6月9日","31.45","31.28","31.85","30.79","70.20K","0.54"
"2003年6月6日","31.28","30.78","31.30","30.65","71.45K","1.76"
"2003年6月5日","30.74","30.05","30.82","29.65","81.56K","2.30"
"2003年6月4日","30.05","30.78","31.00","29.90","96.89K","-2.02"
"2003年6月3日","30.67","30.65","30.86","30.33","59.00K","-0.13"
"2003年6月2日","30.71","29.49","30.84","29.49","90.95K","3.89"
"2003年5月30日","29.56","29.02","29.65","29.02","64.26K","1.58"
"2003年5月29日","29.10","28.56","29.38","28.27","90.66K","1.82"
"2003年5月28日","28.58","29.26","29.32","28.47","60.40K","-2.62"
"2003年5月27日","29.35","29.16","29.63","28.55","82.03K","0.65"
"2003年5月23日","29.16","28.86","29.45","28.75","43.79K","1.07"
"2003年5月22日","28.85","29.04","29.04","28.38","69.16K","-0.62"
"2003年5月21日","29.03","28.35","29.60","28.30","101.80K","-0.85"
"2003年5月20日","29.28","28.85","29.45","28.51","60.67K","1.56"
"2003年5月19日","28.83","29.16","29.48","28.52","73.84K","-1.06"
"2003年5月16日","29.14","28.60","29.20","28.25","57.53K","1.39"
"2003年5月15日","28.74","29.21","29.48","28.50","84.18K","-1.47"
"2003年5月14日","29.17","28.45","29.35","27.95","97.03K","2.35"
"2003年5月13日","28.50","27.40","28.55","27.26","82.52K","4.20"
"2003年5月12日","27.35","27.59","28.45","27.22","91.93K","-1.33"
"2003年5月9日","27.72","26.98","27.95","26.86","92.48K","2.74"
"2003年5月8日","26.98","26.23","27.35","26.00","114.42K","2.86"
"2003年5月7日","26.23","25.70","26.35","25.50","80.45K","1.98"
"2003年5月6日","25.72","26.51","26.51","25.46","82.88K","-2.91"
"2003年5月5日","26.49","25.52","26.53","25.50","64.68K","3.19"
"2003年5月2日","25.67","26.10","26.60","25.42","76.39K","-1.38"
"2003年5月1日","26.03","25.95","26.38","25.80","63.78K","0.89"
"2003年4月30日","25.80","25.27","26.50","25.25","106.19K","2.22"
"2003年4月29日","25.24","25.35","25.55","25.04","67.75K","-0.98"
"2003年4月28日","25.49","26.20","26.20","25.30","72.99K","-2.93"
"2003年4月25日","26.26","26.68","27.05","26.00","78.21K","-1.43"
"2003年4月24日","26.64","26.60","26.94","25.61","101.50K","-0.04"
"2003年4月23日","26.65","27.90","28.22","26.36","103.20K","-10.90"
"2003年4月22日","29.91","30.80","30.85","29.60","49.33K","-3.11"
"2003年4月21日","30.87","30.25","31.25","30.06","44.30K","1.05"
"2003年4月17日","30.55","29.10","30.65","29.10","52.78K","4.69"
"2003年4月16日","29.18","29.31","29.65","28.52","75.18K","-0.38"
"2003年4月15日","29.29","28.55","29.44","28.28","67.84K","2.31"
"2003年4月14日","28.63","28.15","28.65","27.57","62.49K","1.74"
"2003年4月11日","28.14","27.47","28.25","27.02","67.67K","2.48"
"2003年4月10日","27.46","28.85","28.92","27.30","87.44K","-4.82"
"2003年4月9日","28.85","28.10","28.95","27.78","69.05K","3.04"
"2003年4月8日","28.00","27.89","28.38","27.31","59.96K","0.14"
"2003年4月7日","27.96","28.00","28.70","27.15","64.67K","-2.31"
"2003年4月4日","28.62","28.98","29.07","27.82","56.57K","-1.21"
"2003年4月3日","28.97","28.50","29.24","27.66","63.35K","1.44"
"2003年4月2日","28.56","29.78","29.83","28.18","66.96K","-4.10"
"2003年4月1日","29.78","31.16","31.32","29.58","61.23K","-4.06"
"2003年3月31日","31.04","30.24","31.30","30.07","46.66K","2.92"
"2003年3月28日","30.16","30.40","31.05","29.85","62.05K","-0.69"
"2003年3月27日","30.37","28.73","30.45","28.55","76.33K","6.08"
"2003年3月26日","28.63","28.10","28.95","28.06","73.97K","2.36"
"2003年3月25日","27.97","28.65","29.70","27.80","91.29K","-2.41"
"2003年3月24日","28.66","27.37","28.90","27.21","71.67K","6.50"
"2003年3月21日","26.91","28.25","28.62","26.30","99.96K","-5.94"
"2003年3月20日","28.61","29.85","30.60","28.00","26.35K","-4.25"
"2003年3月19日","29.88","31.77","32.42","29.50","55.44K","-5.65"
"2003年3月18日","31.67","34.84","34.97","31.40","63.35K","-9.33"
"2003年3月17日","34.93","35.98","36.95","34.00","90.02K","-1.27"
"2003年3月14日","35.38","36.13","36.22","33.85","97.94K","-1.75"
"2003年3月13日","36.01","37.85","38.14","35.75","97.04K","-4.81"
"2003年3月12日","37.83","36.76","37.95","36.17","90.44K","3.02"
"2003年3月11日","36.72","37.25","37.45","36.33","86.10K","-1.48"
"2003年3月10日","37.27","37.78","38.20","37.10","77.50K","-1.35"
"2003年3月7日","37.78","37.10","37.84","36.80","76.89K","2.11"
"2003年3月6日","37.00","36.81","37.20","36.50","61.13K","0.84"
"2003年3月5日","36.69","36.90","37.48","35.90","87.73K","-0.54"
"2003年3月4日","36.89","35.92","37.18","35.92","81.81K","2.81"
"2003年3月3日","35.88","36.45","36.45","35.36","68.66K","-1.97"
"2003年2月28日","36.60","37.22","37.55","36.30","95.70K","-1.61"
"2003年2月27日","37.20","37.80","39.99","37.10","158.96K","-1.33"
"2003年2月26日","37.70","36.06","37.93","35.96","122.30K","4.55"
"2003年2月25日","36.06","36.53","37.10","35.90","111.12K","-1.15"
"2003年2月24日","36.48","35.47","36.52","35.47","71.13K","2.53"
"2003年2月21日","35.58","34.80","35.95","34.70","76.70K","-3.29"
"2003年2月20日","36.79","37.21","37.55","36.10","50.52K","-1.00"
"2003年2月19日","37.16","36.71","37.45","36.36","61.38K","0.54"
"2003年2月18日","36.96","36.38","37.05","36.00","47.15K","0.43"
"2003年2月14日","36.80","36.49","36.85","35.88","86.11K","1.21"
"2003年2月13日","36.36","35.70","36.40","35.70","95.54K","1.65"
"2003年2月12日","35.77","35.40","35.95","35.10","113.20K","0.93"
"2003年2月11日","35.44","34.55","35.60","34.34","95.20K","2.78"
"2003年2月10日","34.48","34.90","35.38","34.30","90.53K","-1.82"
"2003年2月7日","35.12","34.12","35.25","34.12","99.48K","2.81"
"2003年2月6日","34.16","33.93","34.45","33.78","85.55K","0.68"
"2003年2月5日","33.93","33.53","34.28","33.12","88.32K","1.04"
"2003年2月4日","33.58","32.76","33.72","32.55","81.57K","2.50"
"2003年2月3日","32.76","33.33","33.47","32.65","74.75K","-2.24"
"2003年1月31日","33.51","33.88","33.88","33.32","92.52K","-1.00"
"2003年1月30日","33.85","33.63","33.95","33.34","61.89K","0.65"
"2003年1月29日","33.63","32.73","33.85","32.30","98.10K","2.94"
"2003年1月28日","32.67","32.39","32.84","32.29","56.61K","1.18"
"2003年1月27日","32.29","33.34","33.53","32.25","88.86K","-2.97"
"2003年1月24日","33.28","32.25","33.40","32.11","95.52K","3.19"
"2003年1月23日","32.25","32.86","33.00","31.90","109.02K","-1.83"
"2003年1月22日","32.85","33.05","33.44","32.65","84.59K","-5.09"
"2003年1月21日","34.61","33.76","35.20","33.38","67.09K","2.06"
"2003年1月17日","33.91","33.65","34.00","32.90","73.64K","0.74"
"2003年1月16日","33.66","33.15","33.98","33.00","71.77K","1.36"
"2003年1月15日","33.21","32.40","33.29","32.28","111.65K","2.59"
"2003年1月14日","32.37","32.25","32.90","31.88","114.00K","0.34"
"2003年1月13日","32.26","31.30","32.38","31.13","90.73K","1.83"
"2003年1月10日","31.68","31.99","32.38","31.35","98.56K","-0.97"
"2003年1月9日","31.99","30.60","32.05","30.47","111.72K","4.68"
"2003年1月8日","30.56","31.05","31.30","29.75","108.04K","-1.67"
"2003年1月7日","31.08","32.11","32.40","30.51","124.28K","-3.18"
"2003年1月6日","32.10","33.08","33.33","31.91","98.25K","-2.96"
"2003年1月3日","33.08","31.98","33.25","31.90","68.42K","3.86"
"2003年1月2日","31.85","31.60","32.09","31.40","62.48K","2.08"
"","","","","","",""
"","最高:39.99","最低:25.04","差價:14.95","平均:30.99","更改%:4.23"
