"日期","最新","開市","高","低","成交量","更改%"
"2008年8月6日","118.58","118.75","120.49","117.11","307.99K","-0.50"
"2008年8月5日","119.17","121.00","121.23","118.00","316.59K","-1.84"
"2008年8月4日","121.41","125.98","126.35","119.50","294.05K","-2.95"
"2008年8月1日","125.10","124.06","128.60","122.10","277.31K","0.82"
"2008年7月31日","124.08","126.90","127.89","122.71","280.83K","-2.12"
"2008年7月30日","126.77","121.90","127.39","120.80","309.08K","3.75"
"2008年7月29日","122.19","124.94","125.85","120.42","263.55K","-2.04"
"2008年7月28日","124.73","123.41","125.22","122.63","197.07K","1.19"
"2008年7月25日","123.26","125.60","126.51","122.50","217.95K","-1.78"
"2008年7月24日","125.49","124.46","126.44","123.50","267.71K","0.84"
"2008年7月23日","124.44","128.50","128.70","124.12","293.20K","-2.74"
"2008年7月22日","127.95","131.04","132.07","125.63","44.13K","-2.36"
"2008年7月21日","131.04","128.88","132.05","128.63","133.66K","1.68"
"2008年7月18日","128.88","129.56","132.04","128.23","208.70K","-0.32"
"2008年7月17日","129.29","135.11","136.75","129.00","379.08K","-3.95"
"2008年7月16日","134.60","138.77","139.30","132.00","293.86K","-2.98"
"2008年7月15日","138.74","145.19","146.73","135.92","392.23K","-4.44"
"2008年7月14日","145.18","144.69","146.37","142.49","252.61K","0.07"
"2008年7月11日","145.08","141.80","147.27","141.44","334.94K","2.42"
"2008年7月10日","141.65","135.80","142.13","135.43","294.34K","4.12"
"2008年7月9日","136.05","136.00","138.28","135.34","299.14K","0.01"
"2008年7月8日","136.04","141.59","142.44","135.14","382.40K","-3.77"
"2008年7月7日","141.37","144.27","144.53","139.50","304.15K","-2.70"
"2008年7月3日","145.29","144.19","145.85","143.22","193.84K","1.20"
"2008年7月2日","143.57","141.44","144.32","140.01","253.40K","1.84"
"2008年7月1日","140.97","140.18","143.33","139.95","238.75K","0.69"
"2008年6月30日","140.00","140.60","143.67","139.17","253.43K","-0.15"
"2008年6月27日","140.21","139.44","142.99","138.61","277.52K","0.41"
"2008年6月26日","139.64","134.52","140.39","133.68","295.77K","3.78"
"2008年6月25日","134.55","137.07","137.58","131.95","290.40K","-1.79"
"2008年6月24日","137.00","137.25","138.75","135.90","229.37K","0.19"
"2008年6月23日","136.74","134.80","138.14","134.05","248.74K","1.57"
"2008年6月20日","134.62","132.06","136.80","131.19","37.30K","2.04"
"2008年6月19日","131.93","136.09","137.82","131.48","194.15K","-3.48"
"2008年6月18日","136.68","133.50","136.88","131.82","225.86K","1.99"
"2008年6月17日","134.01","133.60","135.23","132.00","307.17K","-0.45"
"2008年6月16日","134.61","134.41","139.89","132.84","291.34K","-0.19"
"2008年6月13日","134.86","136.97","137.08","133.46","262.88K","-1.37"
"2008年6月12日","136.74","136.54","137.46","131.55","418.09K","0.26"
"2008年6月11日","136.38","131.79","138.30","131.35","374.43K","3.86"
"2008年6月10日","131.31","135.02","137.98","130.80","394.36K","-2.26"
"2008年6月9日","134.35","137.97","138.25","133.00","348.55K","-3.02"
"2008年6月6日","138.54","128.20","139.12","127.81","508.75K","8.41"
"2008年6月5日","127.79","122.23","128.38","121.61","333.37K","4.49"
"2008年6月4日","122.30","124.23","125.10","121.84","335.55K","-1.62"
"2008年6月3日","124.31","127.50","127.98","123.87","301.12K","-2.70"
"2008年6月2日","127.76","127.63","129.35","125.22","304.81K","0.32"
"2008年5月30日","127.35","126.59","128.30","124.67","309.34K","0.58"
"2008年5月29日","126.62","130.75","133.12","126.11","424.27K","-3.37"
"2008年5月28日","131.03","128.30","131.58","125.96","369.87K","1.69"
"2008年5月27日","128.85","131.68","133.65","128.18","326.60K","-2.53"
"2008年5月23日","132.19","130.75","133.71","130.16","321.34K","1.05"
"2008年5月22日","130.81","133.89","135.09","130.07","425.10K","-1.77"
"2008年5月21日","133.17","129.10","134.15","128.60","362.02K","3.18"
"2008年5月20日","129.07","127.49","129.60","126.67","59.34K","1.59"
"2008年5月19日","127.05","126.35","127.77","125.28","213.09K","0.60"
"2008年5月16日","126.29","124.40","127.82","124.04","269.77K","1.75"
"2008年5月15日","124.12","123.83","126.64","120.75","411.68K","-0.08"
"2008年5月14日","124.22","125.97","126.04","123.77","313.21K","-1.26"
"2008年5月13日","125.80","123.76","126.98","123.10","375.77K","1.26"
"2008年5月12日","124.23","125.84","126.40","123.70","347.94K","-1.37"
"2008年5月9日","125.96","124.28","126.27","124.08","338.77K","1.84"
"2008年5月8日","123.69","123.81","124.61","121.58","387.99K","0.13"
"2008年5月7日","123.53","121.76","123.93","120.54","366.21K","1.39"
"2008年5月6日","121.84","119.90","122.73","119.33","331.91K","1.56"
"2008年5月5日","119.97","116.50","120.36","116.05","265.27K","3.14"
"2008年5月2日","116.32","112.25","116.80","111.78","287.46K","3.38"
"2008年5月1日","112.52","114.60","115.23","110.30","291.26K","-0.83"
"2008年4月30日","113.46","115.36","116.70","113.30","313.04K","-1.88"
"2008年4月29日","115.63","118.84","118.84","114.95","303.54K","-2.63"
"2008年4月28日","118.75","118.95","119.93","118.16","201.65K","0.19"
"2008年4月25日","118.52","115.95","119.55","114.51","288.73K","2.12"
"2008年4月24日","116.06","117.93","118.30","114.25","319.98K","-1.89"
"2008年4月23日","118.30","118.33","118.69","116.45","243.83K","-0.90"
"2008年4月22日","119.37","117.53","119.90","116.85","54.46K","1.61"
"2008年4月21日","117.48","116.93","117.83","115.65","134.02K","0.68"
"2008年4月18日","116.69","115.00","117.00","112.72","206.38K","1.59"
"2008年4月17日","114.86","115.00","115.54","114.10","227.42K","-0.06"
"2008年4月16日","114.93","113.85","115.14","112.19","297.36K","1.00"
"2008年4月15日","113.79","111.80","114.08","111.80","222.35K","1.82"
"2008年4月14日","111.76","110.00","111.99","109.56","199.91K","1.47"
"2008年4月11日","110.14","110.06","110.82","108.92","240.81K","0.03"
"2008年4月10日","110.11","110.70","112.20","108.75","312.66K","-0.69"
"2008年4月9日","110.87","108.75","112.21","107.95","326.22K","2.18"
"2008年4月8日","108.50","108.88","109.64","107.64","307.80K","-0.54"
"2008年4月7日","109.09","106.12","109.48","105.86","278.97K","2.69"
"2008年4月4日","106.23","104.26","106.38","104.03","231.01K","2.31"
"2008年4月3日","103.83","104.53","106.44","103.21","322.59K","-0.95"
"2008年4月2日","104.83","100.83","105.10","99.84","295.76K","3.81"
"2008年4月1日","100.98","101.57","102.55","99.55","299.41K","-0.59"
"2008年3月31日","101.58","105.12","106.78","100.25","332.27K","-3.83"
"2008年3月28日","105.62","107.19","107.63","104.71","261.69K","-1.82"
"2008年3月27日","107.58","106.00","108.22","105.03","311.98K","1.59"
"2008年3月26日","105.90","101.55","106.36","101.43","330.87K","4.62"
"2008年3月25日","101.22","100.43","101.86","99.13","303.74K","0.36"
"2008年3月24日","100.86","101.70","102.42","99.95","190.18K","-0.96"
"2008年3月20日","101.84","102.10","102.69","98.65","332.79K","-2.53"
"2008年3月19日","104.48","108.80","108.98","102.95","55.60K","-4.51"
"2008年3月18日","109.42","106.15","109.80","105.68","187.05K","3.54"
"2008年3月17日","105.68","110.10","111.80","103.23","336.08K","-4.11"
"2008年3月14日","110.21","110.24","110.92","108.84","293.22K","-0.11"
"2008年3月13日","110.33","110.06","111.00","108.76","327.86K","0.37"
"2008年3月12日","109.92","108.65","110.20","107.09","342.58K","1.08"
"2008年3月11日","108.75","107.91","109.72","106.61","349.82K","0.79"
"2008年3月10日","107.90","105.25","108.21","104.08","340.55K","2.62"
"2008年3月7日","105.15","105.58","106.54","103.91","292.40K","-0.30"
"2008年3月6日","105.47","104.64","105.97","102.85","337.77K","0.91"
"2008年3月5日","104.52","99.88","104.95","99.55","414.31K","5.02"
"2008年3月4日","99.52","102.35","103.33","98.87","366.72K","-2.86"
"2008年3月3日","102.45","101.63","103.95","100.77","281.85K","0.60"
"2008年2月29日","101.84","102.55","103.05","101.36","225.73K","-0.73"
"2008年2月28日","102.59","99.63","102.97","98.91","287.91K","2.96"
"2008年2月27日","99.64","101.20","102.08","99.43","267.76K","-1.23"
"2008年2月26日","100.88","99.35","101.43","98.46","265.97K","1.66"
"2008年2月25日","99.23","98.99","99.70","97.75","206.04K","0.43"
"2008年2月22日","98.81","97.50","99.37","97.16","245.95K","0.59"
"2008年2月21日","98.23","100.01","100.33","96.87","312.10K","-2.49"
"2008年2月20日","100.74","99.98","101.32","98.40","59.00K","0.73"
"2008年2月19日","100.01","95.37","100.10","95.23","194.05K","4.72"
"2008年2月15日","95.50","95.22","96.67","94.66","215.23K","0.04"
"2008年2月14日","95.46","93.29","95.60","93.25","271.47K","2.35"
"2008年2月13日","93.27","92.50","93.89","91.90","270.31K","0.53"
"2008年2月12日","92.78","93.61","94.15","92.06","294.31K","-0.87"
"2008年2月11日","93.59","91.76","94.72","90.92","320.86K","1.98"
"2008年2月8日","91.77","88.29","91.98","88.00","339.27K","4.15"
"2008年2月7日","88.11","87.06","88.40","86.24","281.57K","1.11"
"2008年2月6日","87.14","88.27","88.94","86.66","301.81K","-1.44"
"2008年2月5日","88.41","89.98","90.00","87.50","259.72K","-1.79"
"2008年2月4日","90.02","88.66","90.83","88.07","229.47K","1.19"
"2008年2月1日","88.96","91.36","92.12","88.46","287.49K","-3.04"
"2008年1月31日","91.75","91.77","92.30","89.58","316.99K","-0.63"
"2008年1月30日","92.33","92.37","92.71","91.24","241.10K","0.75"
"2008年1月29日","91.64","91.05","92.42","90.33","216.74K","0.71"
"2008年1月28日","90.99","90.62","91.36","88.78","261.94K","0.31"
"2008年1月25日","90.71","89.55","91.38","89.51","306.72K","1.45"
"2008年1月24日","89.41","87.72","89.75","87.00","286.69K","2.78"
"2008年1月23日","86.99","89.15","89.44","86.65","261.82K","-3.18"
"2008年1月22日","89.85","90.58","91.00","86.11","59.19K","-0.79"
"2008年1月18日","90.57","89.90","91.32","89.61","164.88K","0.49"
"2008年1月17日","90.13","91.00","92.19","89.57","209.72K","-0.78"
"2008年1月16日","90.84","91.68","91.90","89.26","353.60K","-1.15"
"2008年1月15日","91.90","94.24","94.38","90.98","316.09K","-2.44"
"2008年1月14日","94.20","92.92","94.43","92.41","257.79K","1.63"
"2008年1月11日","92.69","94.24","94.65","92.31","293.79K","-1.09"
"2008年1月10日","93.71","95.79","96.24","93.25","315.91K","-2.05"
"2008年1月9日","95.67","96.24","97.97","95.42","346.50K","-0.69"
"2008年1月8日","96.33","95.35","97.54","95.26","287.52K","1.30"
"2008年1月7日","95.09","97.79","98.40","94.47","258.89K","-2.88"
"2008年1月4日","97.91","99.17","99.41","97.10","231.79K","-1.28"
"2008年1月3日","99.18","99.23","100.09","98.45","241.27K","-0.44"
"2008年1月2日","99.62","96.05","100.00","96.05","227.10K","3.79"
"","","","","","",""
"","最高:147.27","最低:32.40","差價:114.87","平均:99.75","更改%:-53.53"
