-1	最高:37.80
0	
1	25.55
2	24.91
3	24.78
4	24.22
5	24.67
6	25.77
7	26.28
8	26.69
9	28.02
10	28.85
11	29.54
12	29.66
13	28.20
14	27.83
15	28.28
16	27.84
17	27.32
18	27.22
19	27.64
20	28.22
21	27.55
22	28.03
23	28.82
24	28.45
25	28.02
26	28.77
27	29.43
28	29.44
29	30.25
30	30.06
31	30.05
32	29.46
33	29.51
34	29.62
35	29.39
36	29.97
37	30.35
38	30.13
39	30.43
40	31.77
41	31.69
42	31.51
43	32.18
44	34.13
45	31.26
46	31.69
47	31.76
48	32.02
49	31.69
50	30.72
51	31.09
52	30.91
53	29.43
54	28.00
55	27.46
56	27.31
57	28.02
58	27.79
59	27.09
60	26.45
61	26.70
62	26.90
63	26.43
64	25.45
65	25.83
66	25.69
67	25.04
68	23.85
69	24.14
70	25.41
71	25.38
72	25.57
73	25.89
74	26.11
75	27.35
76	25.88
77	26.04
78	25.33
79	24.65
80	25.42
81	25.74
82	25.87
83	26.89
84	26.75
85	26.98
86	27.29
87	28.09
88	28.65
89	28.10
90	29.11
91	29.62
92	29.92
93	29.73
94	29.32
95	30.33
96	29.89
97	28.61
98	28.78
99	29.93
100	30.51
101	30.00
102	30.35
103	29.01
104	30.14
105	30.35
106	29.70
107	29.75
108	29.95
109	29.78
110	30.20
111	31.74
112	32.56
113	32.85
114	32.95
115	32.33
116	31.69
117	33.05
118	31.37
119	32.19
120	32.25
121	31.63
122	32.06
123	31.90
124	32.72
125	32.50
126	30.67
127	29.99
128	30.28
129	29.69
130	29.70
131	30.32
132	31.47
133	31.40
134	30.83
135	31.94
136	31.42
137	30.93
138	28.56
139	28.02
140	27.95
141	27.81
142	28.02
143	28.18
144	27.43
145	27.79
146	28.26
147	28.66
148	29.96
149	28.91
150	29.12
151	30.35
152	31.34
153	31.02
154	31.94
155	31.67
156	31.80
157	31.94
158	31.99
159	32.47
160	31.22
161	32.02
162	31.63
163	32.03
164	32.87
165	32.74
166	33.32
167	33.12
168	33.38
169	33.83
170	34.90
171	35.39
172	33.63
173	35.14
174	34.28
175	33.82
176	34.07
177	35.92
178	36.88
179	36.51
180	37.20
181	34.00
182	32.68
183	31.57
184	31.50
185	31.46
186	30.34
187	30.84
188	32.18
189	32.07
190	31.43
191	30.53
192	30.86
193	31.86
194	33.18
195	33.25
196	36.06
197	34.99
198	32.92
199	32.99
200	33.48
201	32.91
202	33.75
203	33.76
204	33.37
205	32.96
206	33.71
207	32.74
208	32.81
209	32.70
210	33.25
211	32.54
212	32.71
213	32.86
214	33.40
215	33.24
216	33.92
217	34.02
218	34.47
219	34.87
220	35.58
221	35.12
222	35.45
223	35.22
224	35.16
225	35.40
226	35.38
227	34.22
228	34.63
229	33.82
230	32.02
231	31.22
232	29.53
233	29.85
234	29.35
235	28.44
236	29.50
237	29.68
238	28.74
239	27.99
240	28.87
241	29.76
242	29.33
243	25.77
244	25.98
245	26.18
246	26.64
247	26.47
248	25.85
249	26.80
250	最新
