-1	最高:114.83
0	
1	91.55
2	89.38
3	90.30
4	88.38
5	88.03
6	89.25
7	91.11
8	91.86
9	91.40
10	91.54
11	91.38
12	90.86
13	88.86
14	89.11
15	87.87
16	86.19
17	87.33
18	85.64
19	89.34
20	92.19
21	90.77
22	90.86
23	90.54
24	89.03
25	87.48
26	86.94
27	86.71
28	86.73
29	85.58
30	84.81
31	84.32
32	84.99
33	86.36
34	86.20
35	93.57
36	98.10
37	97.28
38	97.88
39	96.97
40	99.63
41	102.23
42	101.91
43	104.42
44	105.44
45	105.02
46	104.38
47	102.70
48	101.16
49	101.19
50	97.18
51	97.98
52	101.42
53	101.07
54	102.33
55	104.00
56	105.75
57	105.60
58	105.40
59	103.98
60	104.79
61	104.27
62	106.72
63	107.94
64	108.47
65	108.34
66	108.83
67	110.30
68	112.79
69	109.92
70	106.25
71	107.11
72	108.11
73	109.66
74	107.12
75	108.15
76	111.45
77	112.29
78	112.28
79	112.21
80	112.76
81	112.86
82	113.93
83	113.52
84	111.05
85	109.24
86	99.80
87	97.18
88	102.55
89	103.88
90	98.21
91	98.97
92	99.65
93	97.37
94	96.91
95	100.10
96	98.44
97	99.49
98	97.70
99	99.59
100	101.32
101	100.23
102	100.59
103	102.70
104	100.29
105	100.40
106	100.22
107	99.01
108	99.09
109	100.74
110	101.93
111	99.29
112	97.30
113	99.37
114	94.81
115	94.95
116	93.01
117	93.26
118	93.40
119	95.41
120	91.02
121	91.16
122	90.61
123	92.89
124	94.77
125	95.42
126	94.94
127	96.89
128	96.65
129	98.67
130	96.20
131	95.15
132	97.43
133	98.05
134	95.69
135	97.24
136	95.93
137	97.50
138	98.14
139	99.13
140	99.87
141	99.20
142	99.59
143	97.40
144	97.44
145	95.70
146	94.89
147	93.79
148	91.93
149	86.63
150	86.88
151	81.31
152	79.30
153	82.89
154	85.72
155	85.38
156	87.88
157	86.65
158	87.58
159	82.38
160	82.26
161	84.12
162	85.44
163	85.16
164	85.30
165	85.37
166	87.27
167	88.90
168	88.81
169	88.93
170	86.45
171	86.02
172	89.34
173	89.05
174	87.24
175	88.19
176	90.21
177	88.91
178	89.40
179	87.96
180	85.70
181	86.89
182	85.92
183	80.51
184	79.85
185	80.24
186	84.45
187	81.21
188	82.14
189	79.20
190	77.61
191	75.67
192	79.68
193	82.59
194	82.98
195	85.41
196	85.81
197	85.57
198	84.23
199	86.80
200	86.38
201	88.34
202	86.11
203	85.30
204	87.40
205	91.27
206	93.17
207	90.20
208	93.96
209	93.32
210	93.19
211	92.19
212	92.51
213	94.07
214	94.26
215	95.52
216	96.80
217	95.74
218	97.78
219	98.99
220	98.14
221	99.37
222	102.59
223	98.82
224	97.41
225	96.92
226	98.01
227	96.17
228	96.77
229	98.21
230	99.79
231	100.36
232	100.20
233	100.96
234	100.99
235	101.28
236	100.49
237	98.34
238	99.41
239	97.77
240	100.14
241	94.95
242	93.87
243	93.53
244	93.88
245	97.22
246	98.67
247	99.53
248	99.68
249	101.34
250	99.36
251	99.65
252	98.83
253	最新
