-1	最高:32.70
0	
1	27.21
2	28.00
3	28.14
4	27.95
5	27.32
6	27.64
7	29.48
8	29.41
9	30.05
10	30.29
11	29.60
12	30.45
13	32.19
14	32.19
15	29.57
16	29.05
17	29.36
18	29.77
19	29.06
20	29.06
21	28.66
22	29.82
23	31.19
24	30.55
25	30.35
26	31.27
27	31.59
28	31.03
29	30.51
30	30.36
31	29.71
32	28.80
33	29.16
34	28.58
35	28.53
36	28.82
37	29.04
38	28.42
39	28.13
40	27.39
41	27.62
42	27.84
43	28.60
44	28.32
45	29.00
46	28.39
47	28.01
48	28.00
49	27.59
50	26.41
51	26.55
52	26.74
53	26.15
54	25.96
55	26.80
56	26.54
57	27.30
58	27.48
59	27.75
60	26.31
61	26.32
62	26.29
63	25.59
64	26.19
65	27.12
66	27.26
67	27.06
68	27.28
69	28.48
70	28.18
71	28.25
72	28.79
73	28.24
74	27.95
75	27.82
76	27.28
77	27.61
78	26.86
79	27.29
80	28.44
81	28.27
82	28.46
83	28.94
84	27.80
85	28.45
86	28.36
87	27.77
88	27.39
89	28.23
90	28.52
91	28.55
92	28.71
93	28.98
94	28.86
95	28.91
96	29.91
97	29.98
98	29.74
99	29.58
100	28.41
101	28.38
102	28.66
103	28.55
104	28.37
105	27.93
106	28.13
107	28.24
108	27.72
109	27.75
110	28.33
111	29.04
112	29.18
113	28.84
114	29.04
115	28.51
116	27.55
117	27.48
118	26.50
119	26.56
120	26.83
121	27.25
122	26.98
123	25.61
124	25.56
125	26.25
126	25.95
127	26.24
128	27.02
129	28.21
130	27.59
131	27.49
132	27.11
133	26.80
134	26.59
135	26.06
136	25.57
137	24.89
138	24.70
139	25.59
140	26.12
141	26.31
142	26.84
143	26.73
144	27.02
145	26.63
146	26.35
147	26.77
148	27.71
149	27.62
150	27.74
151	27.94
152	27.54
153	27.64
154	28.05
155	27.82
156	28.01
157	27.56
158	27.40
159	26.68
160	27.18
161	27.91
162	26.37
163	26.63
164	26.90
165	26.67
166	27.17
167	27.05
168	26.55
169	27.20
170	26.93
171	26.95
172	27.58
173	28.03
174	27.63
175	29.53
176	28.81
177	27.70
178	26.72
179	26.59
180	25.97
181	22.01
182	21.81
183	22.38
184	22.74
185	23.43
186	23.28
187	22.79
188	22.08
189	22.63
190	22.39
191	22.45
192	22.48
193	22.53
194	23.34
195	22.50
196	22.29
197	22.00
198	21.81
199	21.31
200	21.83
201	21.76
202	21.85
203	22.33
204	22.01
205	22.03
206	22.15
207	21.87
208	21.18
209	20.39
210	20.18
211	20.02
212	19.92
213	20.09
214	21.17
215	22.22
216	21.20
217	21.67
218	19.74
219	17.45
220	18.03
221	17.72
222	19.15
223	18.96
224	18.69
225	19.48
226	19.22
227	18.62
228	19.44
229	20.09
230	19.65
231	19.49
232	18.54
233	19.04
234	18.37
235	18.08
236	18.36
237	18.12
238	19.23
239	19.22
240	19.36
241	19.80
242	19.28
243	19.62
244	21.27
245	20.90
246	20.41
247	19.84
248	最新
