-1	最高:55.67
0	
1	33.78
2	33.70
3	33.62
4	33.98
5	34.31
6	34.72
7	34.43
8	34.50
9	33.44
10	35.07
11	36.20
12	34.58
13	34.93
14	34.94
15	34.47
16	34.12
17	33.62
18	32.81
19	33.05
20	34.98
21	34.10
22	33.10
23	33.08
24	32.48
25	32.83
26	33.87
27	34.00
28	33.98
29	34.56
30	35.19
31	35.45
32	36.00
33	35.60
34	34.35
35	34.58
36	35.68
37	35.51
38	36.16
39	36.86
40	36.66
41	35.80
42	36.64
43	37.26
44	36.57
45	36.28
46	36.10
47	36.78
48	36.19
49	37.44
50	37.48
51	38.18
52	37.93
53	38.08
54	37.11
55	37.45
56	37.01
57	35.51
58	35.73
59	35.45
60	36.25
61	35.76
62	34.27
63	34.39
64	34.38
65	34.97
66	36.15
67	37.14
68	37.84
69	37.21
70	36.72
71	37.57
72	37.74
73	37.42
74	37.60
75	35.73
76	36.71
77	36.46
78	36.97
79	37.53
80	37.46
81	37.31
82	37.38
83	38.21
84	38.98
85	39.57
86	39.37
87	39.93
88	38.93
89	40.06
90	40.77
91	41.08
92	41.38
93	41.55
94	40.54
95	41.50
96	40.92
97	39.93
98	41.72
99	41.14
100	40.70
101	39.44
102	39.88
103	42.33
104	39.96
105	39.28
106	38.49
107	38.66
108	37.28
109	37.54
110	38.45
111	37.59
112	37.19
113	37.32
114	38.46
115	38.75
116	37.63
117	38.11
118	37.57
119	37.93
120	37.55
121	36.24
122	35.66
123	37.05
124	38.74
125	38.39
126	39.65
127	39.08
128	40.33
129	39.96
130	39.50
131	39.44
132	40.97
133	40.77
134	41.25
135	41.64
136	40.86
137	40.58
138	41.36
139	41.71
140	41.44
141	41.84
142	42.90
143	42.75
144	43.80
145	43.82
146	44.15
147	42.83
148	44.41
149	43.95
150	44.84
151	44.52
152	44.80
153	45.50
154	46.58
155	46.05
156	46.75
157	47.27
158	48.70
159	47.86
160	46.05
161	45.21
162	43.47
163	43.10
164	43.18
165	42.28
166	42.12
167	44.00
168	44.06
169	43.99
170	43.31
171	42.77
172	44.61
173	42.81
174	43.87
175	44.39
176	43.58
177	43.88
178	45.59
179	46.35
180	47.10
181	48.35
182	48.46
183	48.88
184	49.64
185	49.90
186	49.51
187	49.64
188	50.12
189	49.91
190	51.09
191	52.02
192	52.67
193	53.31
194	53.64
195	52.51
196	53.64
197	54.76
198	54.93
199	53.67
200	53.29
201	54.92
202	54.47
203	55.17
204	54.54
205	55.17
206	52.46
207	50.92
208	51.76
209	50.13
210	49.62
211	50.88
212	48.82
213	49.61
214	49.09
215	47.37
216	48.86
217	47.42
218	47.32
219	46.87
220	46.11
221	46.84
222	46.22
223	48.44
224	48.64
225	48.94
226	49.44
227	49.76
228	49.13
229	45.49
230	43.25
231	42.54
232	42.98
233	41.46
234	41.94
235	42.53
236	40.71
237	41.01
238	41.82
239	44.19
240	44.18
241	46.28
242	45.64
243	45.76
244	44.24
245	44.18
246	41.32
247	41.77
248	43.64
249	43.45
250	最新
