-1	最高:82.00
0	
1	46.34
2	48.81
3	48.58
4	42.63
5	41.70
6	40.83
7	37.59
8	37.78
9	37.28
10	35.40
11	36.51
12	38.74
13	43.55
14	43.67
15	46.47
16	45.73
17	41.58
18	42.16
19	41.44
20	41.68
21	40.08
22	40.78
23	40.32
24	41.17
25	40.17
26	39.56
27	37.55
28	35.94
29	33.98
30	37.51
31	34.93
32	34.62
33	39.48
34	38.94
35	38.44
36	39.96
37	42.50
38	45.22
39	44.76
40	40.15
41	41.65
42	45.38
43	43.61
44	45.52
45	47.07
46	45.71
47	42.33
48	47.03
49	46.25
50	47.35
51	49.16
52	48.14
53	51.61
54	51.06
55	53.80
56	53.98
57	52.77
58	54.34
59	52.38
60	48.41
61	49.66
62	48.39
63	52.64
64	52.51
65	51.05
66	49.15
67	49.38
68	52.24
69	50.05
70	49.41
71	49.25
72	49.98
73	50.33
74	45.88
75	46.51
76	48.85
77	49.62
78	51.55
79	50.14
80	49.92
81	50.97
82	51.12
83	53.20
84	54.47
85	53.84
86	56.34
87	56.71
88	58.63
89	58.50
90	58.85
91	58.02
92	58.62
93	56.34
94	59.03
95	59.65
96	62.04
97	61.05
98	61.67
99	62.45
100	63.45
101	65.08
102	66.31
103	68.58
104	68.55
105	66.12
106	68.81
107	68.44
108	68.09
109	70.01
110	71.33
111	72.68
112	72.04
113	70.62
114	70.47
115	71.03
116	71.37
117	69.55
118	66.93
119	69.24
120	68.67
121	70.23
122	69.16
123	71.49
124	69.89
125	69.31
126	66.73
127	64.05
128	62.93
129	60.14
130	60.41
131	59.89
132	59.69
133	59.52
134	61.54
135	62.02
136	63.56
137	63.98
138	64.72
139	65.40
140	67.16
141	68.05
142	68.38
143	67.23
144	63.35
145	66.94
146	69.45
147	71.58
148	71.42
149	71.97
150	71.94
151	70.93
152	70.60
153	69.45
154	70.16
155	70.52
156	67.51
157	66.75
158	69.19
159	72.42
160	72.54
161	73.89
162	74.37
163	72.05
164	71.43
165	72.49
166	72.74
167	69.96
168	68.05
169	68.05
170	67.96
171	68.02
172	71.10
173	71.31
174	71.94
175	69.29
176	68.86
177	70.93
178	72.51
179	72.47
180	72.04
181	69.71
182	71.55
183	68.97
184	65.89
185	66.02
186	66.84
187	66.71
188	70.61
189	70.82
190	69.95
191	70.41
192	70.88
193	69.57
194	71.69
195	71.77
196	73.27
197	74.15
198	75.18
199	77.58
200	78.53
201	79.61
202	79.09
203	81.37
204	81.19
205	80.50
206	78.68
207	79.55
208	77.46
209	79.87
210	77.00
211	78.13
212	79.60
213	80.40
214	79.62
215	77.43
216	79.43
217	79.05
218	79.28
219	76.94
220	76.35
221	78.90
222	79.14
223	79.58
224	77.46
225	76.72
226	77.56
227	76.02
228	77.96
229	76.05
230	77.28
231	78.37
232	76.60
233	76.46
234	75.47
235	73.93
236	72.62
237	70.67
238	70.54
239	69.87
240	69.51
241	70.69
242	72.66
243	72.65
244	73.36
245	72.47
246	74.40
247	76.67
248	78.05
249	78.77
250	78.87
251	79.28
252	79.36
253	最新
