"日期","最新","開市","高","低","成交量","更改%"
"2010年8月17日","75.77","75.06","76.63","75.01","347.43K","0.70"
"2010年8月16日","75.24","75.60","75.95","74.86","237.46K","-0.20"
"2010年8月13日","75.39","75.75","76.74","75.01","286.13K","-0.46"
"2010年8月12日","75.74","77.31","77.97","75.52","430.79K","-2.92"
"2010年8月11日","78.02","80.22","80.44","77.25","416.89K","-2.78"
"2010年8月10日","80.25","81.44","81.62","79.20","385.85K","-1.51"
"2010年8月9日","81.48","80.91","81.76","80.71","267.08K","0.97"
"2010年8月6日","80.70","82.12","82.67","80.04","397.53K","-1.60"
"2010年8月5日","82.01","82.44","82.48","81.56","234.81K","-0.56"
"2010年8月4日","82.47","82.42","82.97","81.62","293.32K","-0.10"
"2010年8月3日","82.55","81.41","82.64","81.11","290.98K","1.49"
"2010年8月2日","81.34","78.95","81.77","78.83","306.10K","3.03"
"2010年7月30日","78.95","78.25","79.05","76.83","294.43K","0.75"
"2010年7月29日","78.36","76.89","78.89","76.45","350.58K","1.78"
"2010年7月28日","76.99","77.08","77.74","75.90","314.17K","-0.66"
"2010年7月27日","77.50","78.92","79.69","76.79","377.84K","-1.87"
"2010年7月26日","78.98","78.98","79.33","78.06","227.66K","0.00"
"2010年7月23日","78.98","79.27","79.60","78.40","259.74K","-0.40"
"2010年7月22日","79.30","76.43","79.42","76.16","358.82K","3.58"
"2010年7月21日","76.56","77.85","78.57","76.20","322.41K","-1.14"
"2010年7月20日","77.44","76.40","77.57","75.65","34.22K","1.18"
"2010年7月19日","76.54","75.72","77.69","75.50","169.55K","0.70"
"2010年7月16日","76.01","76.82","77.15","75.25","225.25K","-0.80"
"2010年7月15日","76.62","76.76","77.66","75.33","366.02K","-0.55"
"2010年7月14日","77.04","77.13","78.15","76.38","364.47K","-0.14"
"2010年7月13日","77.15","75.06","77.37","74.25","361.79K","2.94"
"2010年7月12日","74.95","76.30","76.43","74.52","309.17K","-1.50"
"2010年7月9日","76.09","75.85","76.48","75.00","269.89K","0.86"
"2010年7月8日","75.44","74.85","76.00","74.38","325.81K","1.85"
"2010年7月7日","74.07","72.07","74.92","71.44","288.66K","2.90"
"2010年7月6日","71.98","72.06","73.86","71.09","325.73K","-0.22"
"2010年7月2日","72.14","72.67","73.38","71.62","256.17K","-1.11"
"2010年7月1日","72.95","75.37","75.40","72.05","405.08K","-3.54"
"2010年6月30日","75.63","75.46","76.83","74.39","357.75K","-0.41"
"2010年6月29日","75.94","78.15","78.32","75.21","323.27K","-2.95"
"2010年6月28日","78.25","79.00","79.38","77.72","223.31K","-0.77"
"2010年6月25日","78.86","76.56","79.19","75.90","316.46K","3.07"
"2010年6月24日","76.51","76.00","76.57","75.32","260.40K","0.21"
"2010年6月23日","76.35","77.52","77.83","75.17","365.04K","-1.11"
"2010年6月22日","77.21","77.35","78.10","76.53","27.34K","-0.78"
"2010年6月21日","77.82","77.50","78.92","76.88","124.29K","0.83"
"2010年6月18日","77.18","76.55","77.45","75.56","157.43K","0.51"
"2010年6月17日","76.79","77.45","77.79","76.17","303.28K","-1.13"
"2010年6月16日","77.67","77.06","78.13","76.06","323.36K","0.95"
"2010年6月15日","76.94","74.77","77.16","74.62","308.29K","2.42"
"2010年6月14日","75.12","74.06","75.99","74.04","321.67K","1.82"
"2010年6月11日","73.78","75.52","75.64","73.26","421.74K","-2.25"
"2010年6月10日","75.48","73.87","76.30","73.72","430.04K","1.48"
"2010年6月9日","74.38","72.51","74.96","72.03","436.98K","3.32"
"2010年6月8日","71.99","71.16","72.60","70.75","421.97K","0.77"
"2010年6月7日","71.44","70.35","72.49","69.51","417.31K","-0.10"
"2010年6月4日","71.51","74.61","75.42","70.73","448.49K","-4.15"
"2010年6月3日","74.61","73.70","74.95","72.32","439.43K","2.40"
"2010年6月2日","72.86","71.94","73.93","71.68","391.03K","0.39"
"2010年6月1日","72.58","73.97","75.33","71.64","438.59K","-1.88"
"2010年5月28日","73.97","74.90","75.72","73.13","420.67K","-0.78"
"2010年5月27日","74.55","70.74","74.95","70.67","401.81K","4.25"
"2010年5月26日","71.51","70.06","71.70","69.21","405.52K","4.01"
"2010年5月25日","68.75","69.90","70.04","67.15","395.40K","-2.08"
"2010年5月24日","70.21","70.62","70.96","69.57","279.82K","0.24"
"2010年5月21日","70.04","69.52","71.23","69.00","449.43K","2.98"
"2010年5月20日","68.01","71.20","71.29","64.24","33.22K","-2.66"
"2010年5月19日","69.87","69.11","71.43","67.90","129.17K","0.66"
"2010年5月18日","69.41","70.50","72.52","68.91","206.38K","-0.96"
"2010年5月17日","70.08","71.79","72.25","69.27","355.83K","-2.14"
"2010年5月14日","71.61","73.99","74.13","70.83","373.98K","-3.75"
"2010年5月13日","74.40","75.47","76.45","73.62","532.33K","-1.65"
"2010年5月12日","75.65","75.89","77.00","74.75","475.85K","-0.94"
"2010年5月11日","76.37","77.26","77.68","75.36","441.54K","-0.56"
"2010年5月10日","76.80","76.11","78.51","75.80","447.16K","2.25"
"2010年5月7日","75.11","76.95","78.19","74.51","601.53K","-2.59"
"2010年5月6日","77.11","79.63","80.39","74.58","605.01K","-3.58"
"2010年5月5日","79.97","82.13","82.83","79.15","512.29K","-3.35"
"2010年5月4日","82.74","86.09","86.24","82.05","497.43K","-4.00"
"2010年5月3日","86.19","86.20","87.15","85.83","324.73K","0.05"
"2010年4月30日","86.15","85.58","86.50","85.16","392.14K","1.15"
"2010年4月29日","85.17","83.33","85.63","83.01","393.69K","2.34"
"2010年4月28日","83.22","81.84","83.44","81.29","400.70K","0.95"
"2010年4月27日","82.44","83.89","84.33","81.70","462.84K","-2.09"
"2010年4月26日","84.20","85.22","85.63","83.73","337.12K","-1.08"
"2010年4月23日","85.12","83.75","85.19","82.92","322.55K","1.70"
"2010年4月22日","83.70","83.47","84.07","81.73","433.95K","0.02"
"2010年4月21日","83.68","84.03","84.64","82.92","428.24K","0.28"
"2010年4月20日","83.45","81.69","83.65","81.51","33.43K","2.46"
"2010年4月19日","81.45","82.92","83.00","80.53","122.83K","-2.15"
"2010年4月16日","83.24","85.35","85.44","82.52","268.76K","-2.65"
"2010年4月15日","85.51","85.91","86.27","85.27","274.10K","-0.38"
"2010年4月14日","85.84","83.82","86.39","83.71","425.17K","2.13"
"2010年4月13日","84.05","84.36","84.42","82.51","552.30K","-0.34"
"2010年4月12日","84.34","85.17","85.71","84.08","421.90K","-0.68"
"2010年4月9日","84.92","85.56","86.37","84.12","442.94K","-0.55"
"2010年4月8日","85.39","85.64","85.88","84.38","389.60K","-0.57"
"2010年4月7日","85.88","86.76","87.00","85.52","379.53K","-1.11"
"2010年4月6日","86.84","86.74","87.09","86.13","290.48K","0.25"
"2010年4月5日","86.62","85.31","86.90","85.06","244.11K","2.06"
"2010年4月1日","84.87","83.36","85.37","83.21","234.24K","1.33"
"2010年3月31日","83.76","82.50","83.85","82.22","371.96K","1.69"
"2010年3月30日","82.37","82.50","82.74","81.77","244.44K","0.24"
"2010年3月29日","82.17","80.24","82.78","80.18","311.04K","2.71"
"2010年3月26日","80.00","80.13","81.46","79.54","324.61K","-0.66"
"2010年3月25日","80.53","80.25","81.48","80.10","296.27K","-0.10"
"2010年3月24日","80.61","81.58","81.64","79.88","307.76K","-1.59"
"2010年3月23日","81.91","81.81","82.20","80.85","261.87K","0.81"
"2010年3月22日","81.25","80.93","81.49","78.57","32.68K","0.71"
"2010年3月19日","80.68","82.17","82.17","79.86","150.68K","-1.85"
"2010年3月18日","82.20","82.85","82.85","81.68","208.34K","-0.88"
"2010年3月17日","82.93","82.05","83.09","81.72","275.21K","1.51"
"2010年3月16日","81.70","79.84","82.10","79.32","290.18K","2.38"
"2010年3月15日","79.80","81.13","81.31","79.13","283.14K","-1.77"
"2010年3月12日","81.24","82.20","83.16","80.57","337.20K","-1.06"
"2010年3月11日","82.11","81.98","82.38","81.33","279.16K","0.02"
"2010年3月10日","82.09","81.38","83.03","80.81","430.15K","0.74"
"2010年3月9日","81.49","81.75","81.91","80.16","332.13K","-0.46"
"2010年3月8日","81.87","81.79","82.41","80.75","295.35K","0.45"
"2010年3月5日","81.50","80.58","82.07","80.47","299.63K","1.61"
"2010年3月4日","80.21","81.01","81.09","79.70","278.89K","-0.82"
"2010年3月3日","80.87","79.64","81.23","79.44","306.91K","1.49"
"2010年3月2日","79.68","78.88","80.95","78.26","301.70K","1.25"
"2010年3月1日","78.70","79.84","80.62","78.06","298.72K","-1.21"
"2010年2月26日","79.66","78.33","80.05","77.82","319.04K","1.91"
"2010年2月25日","78.17","80.31","80.32","77.05","346.03K","-2.29"
"2010年2月24日","80.00","79.13","80.45","78.25","289.32K","1.45"
"2010年2月23日","78.86","80.03","80.39","78.22","316.88K","-1.62"
"2010年2月22日","80.16","80.10","80.51","79.45","34.94K","0.44"
"2010年2月19日","79.81","78.37","80.10","77.76","183.23K","0.95"
"2010年2月18日","79.06","77.29","79.29","76.32","274.17K","2.24"
"2010年2月17日","77.33","77.32","77.82","76.53","283.82K","0.42"
"2010年2月16日","77.01","74.02","77.42","73.71","365.03K","3.89"
"2010年2月12日","74.13","75.30","75.35","72.66","335.81K","-1.53"
"2010年2月11日","75.28","74.65","75.69","73.38","464.44K","1.02"
"2010年2月10日","74.52","73.79","74.97","72.60","422.06K","1.04"
"2010年2月9日","73.75","71.68","74.15","71.32","429.85K","2.59"
"2010年2月8日","71.89","72.18","72.39","70.77","345.64K","0.98"
"2010年2月5日","71.19","73.04","73.94","69.50","596.14K","-2.67"
"2010年2月4日","73.14","77.09","77.17","72.42","523.89K","-4.99"
"2010年2月3日","76.98","76.99","78.04","76.52","391.29K","-0.32"
"2010年2月2日","77.23","74.94","77.41","74.40","366.27K","3.76"
"2010年2月1日","74.43","72.84","74.99","72.49","277.41K","2.11"
"2010年1月29日","72.89","73.89","74.82","72.43","335.27K","-1.02"
"2010年1月28日","73.64","73.75","74.49","72.93","292.91K","-0.04"
"2010年1月27日","73.67","74.69","75.09","72.65","356.18K","-1.39"
"2010年1月26日","74.71","75.28","75.39","73.82","256.21K","-0.73"
"2010年1月25日","75.26","74.24","75.42","74.06","280.56K","0.97"
"2010年1月22日","74.54","75.84","76.50","74.01","348.82K","-2.02"
"2010年1月21日","76.08","77.56","78.36","75.66","327.42K","-1.98"
"2010年1月20日","77.62","78.88","79.03","76.96","40.68K","-1.77"
"2010年1月19日","79.02","77.85","79.15","76.76","186.88K","1.31"
"2010年1月15日","78.00","79.20","79.31","77.70","200.56K","-1.75"
"2010年1月14日","79.39","79.63","80.36","78.92","275.40K","-0.33"
"2010年1月13日","79.65","80.06","80.67","78.37","401.63K","-1.41"
"2010年1月12日","80.79","82.07","82.34","79.91","333.87K","-2.10"
"2010年1月11日","82.52","82.88","83.95","81.96","296.30K","-0.28"
"2010年1月8日","82.75","82.65","83.47","81.80","310.38K","0.11"
"2010年1月7日","82.66","83.20","83.36","82.26","246.63K","-0.63"
"2010年1月6日","83.18","81.43","83.52","80.85","370.06K","1.72"
"2010年1月5日","81.77","81.63","82.00","80.95","258.89K","0.32"
"2010年1月4日","81.51","79.63","81.79","79.63","263.54K","2.71"
"","","","","","",""
"","最高:92.06","最低:64.24","差價:27.82","平均:79.61","更改%:15.15"
